,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,341,四川攀枝花龙洞,干流,0.006535947712418166,0.41409691629955964,1.0,0.9694915254237289,Ⅰ  ,Ⅰ ,
1,342,重庆朱沱 ,干流（川-渝省界） ,0.007999999999999785,0.5594713656387665,0.8392857142857144,0.8338983050847458,Ⅲ  ,Ⅲ ,   
2,343,湖北宜昌南津关 ,干流（三峡水库出口） ,0.010638297872340163,0.5264317180616741,0.8035714285714286,0.9593220338983051,Ⅱ  ,Ⅱ ,
3,344,湖南岳阳城陵矶 ,干流 ,0.012195121951219301,0.44383259911894285,0.5892857142857143,0.8745762711864407,Ⅱ  ,Ⅲ ,
4,345,江西九江河西水厂 ,干流（鄂-赣省界） ,0.9934640522875818,0.6145374449339207,0.6071428571428572,0.976271186440678,Ⅱ  ,Ⅱ ,
5,346,安徽安庆皖河口 ,干流 ,0.6896551724137927,0.42180616740088106,0.6785714285714286,0.9593220338983051,Ⅱ  ,Ⅱ ,
6,347,江苏南京林山 ,干流（皖-苏省界） ,0.23255813953488302,0.5374449339207049,0.7500000000000001,0.9152542372881356,Ⅱ  ,Ⅱ ,
7,348,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.6181818181818182,0.0,0.44642857142857145,0.34915254237288135,Ⅴ  ,Ⅴ ,   
8,349,四川宜宾凉姜沟 ,岷江（入长江前） ,0.007518796992481036,0.5044052863436124,0.9285714285714287,0.8847457627118644,Ⅱ  ,Ⅱ ,氨氮  
9,350,四川泸州沱江二桥 ,沱江（入长江前） ,0.007812499999999889,0.2962555066079296,0.7142857142857143,0.9220338983050848,Ⅱ  ,Ⅱ ,   
10,351,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.009009009009008806,0.7026431718061675,0.8035714285714286,1.0,Ⅰ  ,Ⅰ ,   
11,352,湖南长沙新港 ,湘江（洞庭湖入口） ,0.8124999999999998,0.5925110132158591,0.7857142857142858,0.5932203389830508,Ⅳ  ,Ⅲ ,   
12,353,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.006993006993006867,1.0,0.0,0.7152542372881356,Ⅳ  ,Ⅲ ,氨氮  
13,354,湖北武汉宗关 ,汉江（入长江前） ,0.009523809523809379,0.41629955947136577,0.5535714285714286,0.9627118644067797,Ⅱ  ,Ⅲ ,高锰酸盐指数  
14,355,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.012195121951219301,0.11343612334801767,0.8392857142857144,0.0,劣Ⅴ  ,劣Ⅴ ,   
15,356,江西九江蛤蟆石 ,鄱阳湖出口 ,0.008403361344537674,0.6255506607929517,0.8392857142857144,0.8779661016949153,Ⅱ  ,Ⅱ ,氨氮  
16,357,江苏扬州三江营 ,夹江（南水北调取水口） ,0.011764705882352677,0.6475770925110134,0.6607142857142858,0.8983050847457628,Ⅱ  ,Ⅱ ,
