,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,1,四川攀枝花,干流,0.41747572815534084,0.4498381877022654,1.0,1.0,II ,Ⅱ ,
1,2,重庆朱沱 ,干流（川-渝省界） ,0.37000000000000066,0.7103559870550163,0.5357142857142857,0.7499999999999999,II ,Ⅱ ,  
2,3,湖北宜昌南津关 ,干流（三峡水库出口） ,0.955128205128205,0.6132686084142395,0.0,0.53125,III ,Ⅲ ,  
3,4,湖南岳阳城陵矶 ,干流 ,0.4476190476190479,0.39644012944983825,0.5178571428571429,0.7499999999999999,II ,Ⅱ ,  
4,5,江西九江河西水厂 ,干流（鄂-赣省界） ,0.7364341085271321,0.35113268608414255,0.7321428571428571,0.96875,II ,Ⅱ ,  
5,6,安徽安庆皖河口 ,干流 ,0.5315315315315324,0.40776699029126223,0.46428571428571425,0.875,II ,Ⅱ ,  
6,7,江苏南京林山 ,干流（皖-苏省界） ,0.3157894736842106,0.4660194174757283,0.48214285714285715,0.9895833333333334,II ,Ⅱ ,  
7,8,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.3529411764705884,0.029126213592233108,0.0,0.5520833333333334,IV ,Ⅳ ,溶解氧 
8,9,四川宜宾凉姜沟 ,岷江（入长江前） ,0.26277372262773746,0.5841423948220066,0.6071428571428572,0.84375,II ,Ⅱ ,
9,10,四川泸州沱江二桥 ,沱江（入长江前） ,0.37000000000000066,0.0,0.39285714285714285,0.0,IV ,Ⅳ ,溶解氧、氨氮 
10,11,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.18090452261306533,1.0,0.7142857142857143,1.0,I ,Ⅰ ,
11,12,湖南长沙新港 ,湘江（洞庭湖入口） ,0.6528925619834713,0.39320388349514573,0.26785714285714285,0.07291666666666673,III ,Ⅲ ,  
12,13,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.3302752293577982,0.36245954692556637,0.7857142857142858,0.8854166666666667,II ,Ⅲ ,  
13,14,湖北武汉宗关 ,汉江（入长江前） ,0.26470588235294135,0.3899676375404531,0.6071428571428572,0.9270833333333333,II ,Ⅱ ,  
14,15,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.8190954773869346,0.1877022653721683,0.8392857142857142,0.14583333333333334,III ,Ⅲ ,  
15,16,江西九江蛤蟆石 ,鄱阳湖出口 ,0.7925925925925925,0.46116504854368945,0.5535714285714285,0.9479166666666666,II ,Ⅱ ,  
16,17,江苏扬州三江营 ,夹江（南水北调取水口） ,0.783582089552239,0.4660194174757283,0.7499999999999999,0.9479166666666666,II ,Ⅱ ,  
