,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,86,四川攀枝花龙洞,干流,-0.12949640287769748,0.7802197802197801,0.9594594594594594,1.0,Ⅰ ,Ⅱ ,
1,87,重庆朱沱 ,干流（川-渝省界） ,0.1744186046511631,0.8589743589743587,1.0,0.9680685358255452,Ⅱ ,Ⅱ ,  
2,88,湖北宜昌南津关 ,干流（三峡水库出口） ,0.5855855855855857,0.7619047619047619,0.7297297297297297,0.9875389408099688,Ⅱ ,Ⅱ ,  
3,89,湖南岳阳城陵矶 ,干流 ,-0.21951219512195075,0.6868131868131867,0.7432432432432433,0.9742990654205608,Ⅱ ,Ⅲ ,  
4,90,江西九江河西水厂 ,干流（鄂-赣省界） ,0.7439999999999998,0.6959706959706959,0.8108108108108109,0.9890965732087228,Ⅱ ,Ⅱ ,  
5,91,安徽安庆皖河口 ,干流 ,0.10843373493975883,0.5512820512820512,0.8378378378378378,0.9875389408099688,Ⅱ ,Ⅱ ,  
6,92,江苏南京林山 ,干流（皖-苏省界） ,-0.25352112676056304,0.6538461538461537,0.8378378378378378,0.9828660436137072,Ⅱ ,Ⅱ ,  
7,93,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,-0.1855670103092779,0.0,0.0,0.9369158878504674,Ⅳ ,Ⅲ ,  
8,94,四川宜宾凉姜沟 ,岷江（入长江前） ,0.03750000000000142,1.0,0.7702702702702702,0.9384735202492213,Ⅲ ,Ⅱ ,溶解氧、高锰酸盐指数 
9,95,四川泸州沱江二桥 ,沱江（入长江前） ,0.723577235772358,0.26923076923076916,0.9864864864864865,0.9587227414330218,Ⅲ ,Ⅲ ,  
10,96,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.7637795275590553,0.7142857142857142,0.8513513513513514,0.9968847352024923,Ⅱ ,Ⅱ ,  
11,97,湖南长沙新港 ,湘江（洞庭湖入口） ,0.34736842105263155,0.46336996336996333,0.918918918918919,0.8894080996884736,Ⅳ ,Ⅳ ,  
12,98,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.8705035971223024,0.6025641025641026,0.6756756756756758,0.9672897196261683,Ⅱ ,Ⅱ ,氨氮 
13,99,湖北武汉宗关 ,汉江（入长江前） ,-0.24657534246575286,0.6904761904761902,0.527027027027027,0.985981308411215,Ⅲ ,Ⅱ ,  
14,100,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.4299999999999997,0.8040293040293041,0.7567567567567568,0.0,劣Ⅴ ,劣Ⅴ ,  
15,101,江西九江蛤蟆石 ,鄱阳湖出口 ,-0.19565217391304324,0.7472527472527472,0.4189189189189189,0.9641744548286605,Ⅲ ,Ⅱ ,氨氮 
16,102,江苏扬州三江营 ,夹江（南水北调取水口） ,-0.23999999999999955,0.9029304029304027,0.918918918918919,0.9750778816199377,Ⅱ ,Ⅱ ,  
