,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,460,四川攀枝花龙洞,干流,0.2946859903381642,0.6542893725992318,0.23684210526315796,0.9767441860465116,Ⅱ  ,Ⅱ  ,
1,461,重庆朱沱 ,干流（川-渝省界） ,0.2890995260663508,0.615877080665813,0.5263157894736843,0.9418604651162791,Ⅱ  ,Ⅱ  ,
2,462,湖北宜昌南津关 ,干流（三峡水库出口） ,0.3505747126436781,0.39948783610755445,0.4473684210526316,0.8372093023255812,Ⅱ  ,Ⅲ  ,
3,463,湖南岳阳城陵矶 ,干流 ,0.3812500000000001,1.0,0.0,0.5930232558139534,Ⅲ  ,Ⅲ  ,
4,464,江西九江河西水厂 ,干流（鄂-赣省界） ,0.6335877862595414,0.4455825864276569,0.6842105263157896,1.0,Ⅱ  ,Ⅱ  ,
5,465,安徽安庆皖河口 ,干流 ,0.6335877862595414,0.4775928297055058,0.5789473684210527,0.883720930232558,Ⅱ  ,Ⅱ  ,
6,466,江苏南京林山 ,干流（皖-苏省界） ,0.8300653594771242,0.3444302176696543,0.36842105263157904,0.9534883720930232,Ⅱ  ,Ⅱ  ,
7,467,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.7214285714285715,0.41101152368758004,0.736842105263158,0.6976744186046512,Ⅱ  ,Ⅲ  ,
8,468,四川宜宾凉姜沟 ,岷江（入长江前） ,0.2541666666666669,0.614596670934699,0.736842105263158,0.9651162790697674,Ⅱ  ,Ⅱ  ,
9,469,四川泸州沱江二桥 ,沱江（入长江前） ,0.3407821229050281,0.6978233034571063,0.31578947368421056,0.813953488372093,Ⅱ  ,Ⅱ  ,
10,470,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.267543859649123,0.6261203585147247,0.7631578947368421,0.9883720930232558,Ⅰ  ,Ⅰ  ,
11,471,湖南长沙新港 ,湘江（洞庭湖入口） ,0.8817733990147781,0.3431498079385404,0.2631578947368422,0.40697674418604657,Ⅲ  ,Ⅲ  ,
12,472,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.6838235294117647,0.6555697823303457,0.6052631578947368,0.3255813953488372,Ⅲ  ,Ⅱ  ,
13,473,湖北武汉宗关 ,汉江（入长江前） ,0.3674698795180723,0.4212548015364917,0.6842105263157896,0.9186046511627907,Ⅱ  ,Ⅱ  ,   
14,474,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.7458333333333331,0.0,1.0,0.0,Ⅳ  ,Ⅳ  ,   
15,475,江西九江蛤蟆石 ,鄱阳湖出口 ,0.4880000000000002,0.5121638924455826,0.6842105263157896,0.9418604651162791,Ⅱ  ,Ⅱ  ,溶解氧  
16,476,江苏扬州三江营 ,夹江（南水北调取水口） ,0.4765625000000001,0.49423815620998723,0.3421052631578948,0.7325581395348838,Ⅱ  ,Ⅲ  ,   
