,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,222,四川攀枝花龙洞,干流,0.2406015037593987,0.7864321608040202,0.6721311475409836,1.0,Ⅱ ,Ⅱ ,
1,223,重庆朱沱 ,干流（川-渝省界） ,0.3265306122448981,0.600502512562814,0.5245901639344263,0.8782608695652174,Ⅱ ,Ⅱ ,  
2,224,湖北宜昌南津关 ,干流（三峡水库出口） ,0.25396825396825407,0.6256281407035176,0.5409836065573771,0.8956521739130435,Ⅱ ,Ⅱ ,  
3,225,湖南岳阳城陵矶 ,干流 ,0.3265306122448981,0.7864321608040202,0.3770491803278688,0.7217391304347827,Ⅲ ,Ⅱ ,  
4,226,江西九江河西水厂 ,干流（鄂-赣省界） ,0.5571428571428578,0.38944723618090443,0.639344262295082,0.8956521739130435,Ⅱ ,Ⅱ ,  
5,227,安徽安庆皖河口 ,干流 ,0.7682926829268286,0.17839195979899494,0.7868852459016393,0.8434782608695652,Ⅱ ,Ⅱ ,  
6,228,江苏南京林山 ,干流（皖-苏省界） ,0.4155844155844157,0.13819095477386928,0.7704918032786886,0.9913043478260869,Ⅲ ,Ⅱ ,  
7,229,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.34782608695652206,0.0,0.31147540983606564,0.13913043478260864,Ⅳ ,Ⅲ ,  
8,230,四川宜宾凉姜沟 ,岷江（入长江前） ,0.290909090909091,0.6608040201005024,0.31147540983606564,0.9043478260869566,Ⅲ ,Ⅱ ,氨氮 
9,231,四川泸州沱江二桥 ,沱江（入长江前） ,0.4155844155844157,0.5376884422110552,0.21311475409836064,0.9130434782608695,Ⅲ ,Ⅱ ,  
10,232,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.251968503937008,1.0,0.7868852459016393,0.9565217391304347,Ⅰ ,Ⅰ ,  
11,233,湖南长沙新港 ,湘江（洞庭湖入口） ,0.6883116883116879,0.5753768844221105,0.4098360655737705,0.2,Ⅲ ,Ⅲ ,  
12,234,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.2560000000000002,0.635678391959799,0.0,0.7391304347826086,Ⅳ ,Ⅳ ,  
13,235,湖北武汉宗关 ,汉江（入长江前） ,0.2622950819672132,0.1331658291457287,0.6229508196721312,0.8695652173913044,Ⅲ ,Ⅲ ,高锰酸盐指数 
14,236,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.7593984962406013,0.05276381909547737,1.0,0.0,Ⅳ ,劣Ⅴ ,  
15,237,江西九江蛤蟆石 ,鄱阳湖出口 ,0.4571428571428574,0.38190954773869334,0.7213114754098362,0.8434782608695652,Ⅱ ,Ⅱ ,氨氮 
16,238,江苏扬州三江营 ,夹江（南水北调取水口） ,0.8901098901098905,0.5351758793969849,0.42622950819672134,0.7913043478260869,Ⅱ ,Ⅱ ,  
