,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,205,四川攀枝花龙洞,干流,0.20289855072463792,0.740079365079365,0.7384615384615384,1.0,Ⅱ ,Ⅲ ,
1,206,重庆朱沱 ,干流（川-渝省界） ,0.3456790123456791,0.5555555555555557,0.6615384615384615,0.9437751004016064,Ⅱ ,Ⅱ ,  
2,207,湖北宜昌南津关 ,干流（三峡水库出口） ,0.2240000000000002,0.5753968253968255,0.5384615384615384,0.8795180722891567,Ⅱ ,Ⅱ ,  
3,208,湖南岳阳城陵矶 ,干流 ,0.27450980392156876,0.6011904761904763,0.5846153846153845,0.8755020080321285,Ⅱ ,Ⅱ ,  
4,209,江西九江河西水厂 ,干流（鄂-赣省界） ,0.7058823529411764,0.43650793650793657,0.723076923076923,0.9558232931726908,Ⅱ ,Ⅱ ,  
5,210,安徽安庆皖河口 ,干流 ,0.6250000000000002,0.261904761904762,0.8769230769230768,0.9477911646586346,Ⅱ ,Ⅱ ,  
6,211,江苏南京林山 ,干流（皖-苏省界） ,0.5135135135135127,0.22420634920634935,0.8153846153846154,0.9919678714859438,Ⅱ ,Ⅱ ,  
7,212,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.25225225225225245,0.15079365079365092,0.43076923076923074,0.7550200803212852,Ⅲ ,Ⅳ ,  
8,213,四川宜宾凉姜沟 ,岷江（入长江前） ,0.21212121212121238,0.738095238095238,0.6153846153846154,0.9879518072289157,Ⅱ ,Ⅱ ,  
9,214,四川泸州沱江二桥 ,沱江（入长江前） ,0.31818181818181845,0.2638888888888889,0.5384615384615384,0.9036144578313254,Ⅱ ,Ⅳ ,  
10,215,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.4285714285714275,1.0,0.8923076923076922,0.967871485943775,Ⅰ ,Ⅰ ,  
11,216,湖南长沙新港 ,湘江（洞庭湖入口） ,0.7971014492753621,0.3888888888888889,0.38461538461538464,0.6224899598393574,Ⅲ ,Ⅳ ,  
12,217,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.21538461538461562,0.6111111111111113,0.0,0.8634538152610443,Ⅳ ,Ⅱ ,  
13,218,湖北武汉宗关 ,汉江（入长江前） ,0.24137931034482774,0.13690476190476197,0.5692307692307692,0.9317269076305221,Ⅲ ,Ⅱ ,高锰酸盐指数 
14,219,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.8730158730158729,0.0,1.0,0.0,劣Ⅴ ,Ⅳ ,  
15,220,江西九江蛤蟆石 ,鄱阳湖出口 ,0.6075949367088613,0.3551587301587302,0.7999999999999999,0.9397590361445783,Ⅱ ,Ⅲ ,氨氮 
16,221,江苏扬州三江营 ,夹江（南水北调取水口） ,0.829787234042553,0.30753968253968267,0.5384615384615384,0.8875502008032129,Ⅱ ,Ⅲ ,  
