,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,273,四川攀枝花龙洞,干流,0.7950819672131149,1.0,1.0,0.9942938659058488,Ⅰ ,Ⅳ ,
1,274,重庆朱沱 ,干流（川-渝省界） ,0.28645833333333337,0.849726775956284,0.8490566037735849,0.9728958630527816,Ⅱ ,Ⅲ ,  
2,275,湖北宜昌南津关 ,干流（三峡水库出口） ,0.34591194968553474,0.639344262295082,0.4528301886792452,0.9728958630527816,Ⅱ ,Ⅱ ,  
3,276,湖南岳阳城陵矶 ,干流 ,0.3216374269005847,0.5300546448087431,0.490566037735849,0.9543509272467903,Ⅱ ,Ⅱ ,  
4,277,江西九江河西水厂 ,干流（鄂-赣省界） ,0.5188679245283019,0.40437158469945356,0.7924528301886792,0.9786019971469329,Ⅱ ,Ⅱ ,  
5,278,安徽安庆皖河口 ,干流 ,0.5339805825242716,0.0,0.7547169811320754,0.9814550641940085,Ⅱ ,Ⅱ ,  
6,279,江苏南京林山 ,干流（皖-苏省界） ,0.4014598540145984,0.021857923497267773,0.7924528301886792,1.0,Ⅱ ,Ⅱ ,  
7,280,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.6388888888888895,0.24590163934426232,0.660377358490566,0.9714693295292439,Ⅱ ,Ⅲ ,  
8,281,四川宜宾凉姜沟 ,岷江（入长江前） ,0.3124999999999998,0.7923497267759564,0.9622641509433962,0.9957203994293865,Ⅰ ,Ⅱ ,  
9,282,四川泸州沱江二桥 ,沱江（入长江前） ,0.8863636363636361,0.926229508196721,0.830188679245283,0.9942938659058488,Ⅰ ,Ⅰ ,  
10,283,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.28645833333333337,0.8251366120218578,0.7735849056603773,0.9942938659058488,Ⅰ ,Ⅱ ,  
11,284,湖南长沙新港 ,湘江（洞庭湖入口） ,0.7277227722772279,0.5901639344262296,0.8113207547169812,0.8972895863052782,Ⅲ ,Ⅱ ,  
12,285,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.2722772277227721,0.7704918032786886,0.07547169811320745,0.9372325249643367,Ⅲ ,Ⅱ ,  
13,286,湖北武汉宗关 ,汉江（入长江前） ,0.36423841059602646,0.42896174863387976,0.5283018867924528,0.9871611982881598,Ⅱ ,Ⅱ ,  
14,287,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.27638190954773867,0.8524590163934425,0.7735849056603773,0.0,劣Ⅴ ,Ⅳ ,  
15,288,江西九江蛤蟆石 ,鄱阳湖出口 ,0.34591194968553474,0.5163934426229508,0.0,0.9743223965763196,Ⅳ ,Ⅱ ,氨氮 
16,289,江苏扬州三江营 ,夹江（南水北调取水口） ,0.3846153846153846,0.5655737704918035,0.5660377358490566,0.9671897289586304,Ⅱ ,Ⅲ ,高锰酸盐指数 
