,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,239,四川攀枝花龙洞,干流,0.1987951807228916,1.0,0.0,0.3924050632911393,Ⅲ ,Ⅱ ,
1,240,重庆朱沱 ,干流（川-渝省界） ,0.4489795918367344,0.31818181818181823,0.7307692307692307,0.9177215189873419,Ⅱ ,Ⅱ ,  
2,241,湖北宜昌南津关 ,干流（三峡水库出口） ,0.3437500000000001,0.2283813747228382,0.5192307692307692,0.9050632911392406,Ⅱ ,Ⅱ ,  
3,242,湖南岳阳城陵矶 ,干流 ,0.6181818181818182,0.3747228381374723,0.3461538461538461,0.8164556962025317,Ⅱ ,Ⅲ ,  
4,243,江西九江河西水厂 ,干流（鄂-赣省界） ,0.7741935483870964,0.15521064301552112,0.673076923076923,0.8734177215189873,Ⅱ ,Ⅱ ,  
5,244,安徽安庆皖河口 ,干流 ,0.9370629370629372,0.12416851441241687,0.75,0.9240506329113924,Ⅱ ,Ⅱ ,  
6,245,江苏南京林山 ,干流（皖-苏省界） ,0.33333333333333337,0.1629711751662971,0.7884615384615383,0.9936708860759493,Ⅱ ,Ⅲ ,  
7,246,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.5925925925925919,0.09977827050997787,0.5192307692307692,0.8670886075949368,Ⅲ ,Ⅳ ,  
8,247,四川宜宾凉姜沟 ,岷江（入长江前） ,0.20754716981132082,0.37915742793791585,0.6923076923076922,0.9556962025316456,Ⅱ ,Ⅲ ,  
9,248,四川泸州沱江二桥 ,沱江（入长江前） ,0.8823529411764705,0.35698447893569846,1.0,1.0,Ⅰ ,Ⅲ ,  
10,249,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.17837837837837844,0.29046563192904656,0.7307692307692307,0.9746835443037974,Ⅰ ,Ⅰ ,  
11,250,湖南长沙新港 ,湘江（洞庭湖入口） ,0.8491620111731846,0.25166297117516634,0.9423076923076922,0.5443037974683544,Ⅲ ,Ⅲ ,  
12,251,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.2727272727272728,0.3880266075388028,0.17307692307692296,0.8291139240506329,Ⅲ ,Ⅳ ,  
13,252,湖北武汉宗关 ,汉江（入长江前） ,0.24264705882352955,0.21840354767184034,0.3846153846153846,0.9113924050632912,Ⅱ ,Ⅲ ,  
14,253,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.8216216216216216,0.0,0.596153846153846,0.0,Ⅴ ,Ⅳ ,  
15,254,江西九江蛤蟆石 ,鄱阳湖出口 ,0.722689075630252,0.21507760532150783,0.6346153846153846,0.8924050632911393,Ⅱ ,Ⅱ ,氨氮 
16,255,江苏扬州三江营 ,夹江（南水北调取水口） ,0.31132075471698106,0.19955654101995565,0.11538461538461531,0.7215189873417722,Ⅲ ,Ⅱ ,
