,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,18,四川攀枝花龙洞 ,干流 ,0.1823899371069182,0.6785714285714284,0.3428571428571429,0.9891304347826086,III ,II ,
1,19,重庆朱沱 ,干流（川-渝省界） ,0.4337349397590371,0.7612781954887216,0.9142857142857144,0.8260869565217391,II ,II ,
2,20,湖北宜昌南津关 ,干流（三峡水库出口） ,0.28431372549019596,0.6390977443609022,0.39999999999999997,0.8586956521739131,III ,III ,  
3,21,湖南岳阳城陵矶 ,干流 ,0.2710280373831775,0.5789473684210527,0.5857142857142856,0.7608695652173912,II ,II ,  
4,22,江西九江河西水厂 ,干流（鄂-赣省界） ,0.9516129032258068,0.33082706766917286,0.8142857142857143,0.9021739130434783,II ,II ,  
5,23,安徽安庆皖河口 ,干流 ,0.3152173913043479,0.4210526315789474,0.7142857142857143,0.7934782608695652,II ,II ,  
6,24,江苏南京林山 ,干流（皖-苏省界） ,0.5393258426966294,0.3533834586466165,0.7857142857142857,0.9891304347826086,II ,II ,  
7,25,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.3222222222222222,0.02631578947368415,0.5,0.0978260869565217,IV ,IV ,溶解氧 
8,26,四川宜宾凉姜沟 ,岷江（入长江前） ,0.21014492753623193,0.6748120300751879,0.0,0.6956521739130435,IV ,II ,高锰酸盐指数 
9,27,四川泸州沱江二桥 ,沱江（入长江前） ,0.24369747899159655,0.03947368421052631,0.2285714285714285,0.6956521739130435,IV ,IV ,高锰酸盐指数、溶解氧 
10,28,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.1986301369863014,1.0,0.8714285714285713,1.0,I ,I ,  
11,28,湖南长沙新港 ,湘江（洞庭湖入口） ,0.3118279569892475,0.45864661654135325,0.7714285714285715,0.6630434782608695,II ,III ,  
12,30,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.25217391304347825,0.37593984962406013,0.6714285714285715,0.8152173913043478,II ,II ,  
13,31,湖北武汉宗关 ,汉江（入长江前） ,0.22480620155038766,0.1672932330827067,0.6142857142857142,0.9456521739130435,III ,II ,  
14,32,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.8176100628930818,0.06766917293233071,1.0,0.0,IV ,III ,溶解氧 
15,33,江西九江蛤蟆石 ,鄱阳湖出口 ,0.2989690721649486,0.2988721804511278,0.7714285714285715,0.891304347826087,II ,II ,  
16,34,江苏扬州三江营 ,夹江（南水北调取水口） ,0.6868686868686876,0.0,0.9142857142857144,0.7499999999999999,IV ,II ,溶解氧 
