,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,154,四川攀枝花龙洞,干流,0.36111111111111105,0.5085972850678734,0.8735632183908045,1.0,Ⅱ ,Ⅳ ,
1,155,重庆朱沱 ,干流（川-渝省界） ,0.5492957746478875,0.4642533936651584,0.8620689655172413,0.9459962756052142,Ⅱ ,Ⅲ ,
2,156,湖北宜昌南津关 ,干流（三峡水库出口） ,0.6964285714285716,0.7466063348416289,0.7241379310344828,0.9441340782122906,Ⅱ ,Ⅱ ,
3,157,湖南岳阳城陵矶 ,干流 ,0.5777777777777777,0.469683257918552,0.7011494252873562,0.9776536312849162,Ⅱ ,Ⅲ ,
4,158,江西九江河西水厂 ,干流（鄂-赣省界） ,0.8688524590163934,0.47692307692307684,0.8850574712643677,0.9832402234636872,Ⅱ ,Ⅱ ,
5,159,安徽安庆皖河口 ,干流 ,0.6610169491525422,0.34751131221719456,0.8045977011494252,0.9906890130353818,Ⅱ ,Ⅱ ,
6,160,江苏南京林山 ,干流（皖-苏省界） ,0.48750000000000004,0.4705882352941177,1.0,0.9720670391061452,Ⅱ ,Ⅱ ,
7,161,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.9199999999999999,0.0,0.0,0.6759776536312849,Ⅴ ,Ⅴ ,
8,162,四川宜宾凉姜沟 ,岷江（入长江前） ,0.42162162162162165,1.0,0.8390804597701149,0.6517690875232774,Ⅴ ,Ⅲ ,氨氮 
9,163,四川泸州沱江二桥 ,沱江（入长江前） ,0.9384615384615385,0.0923076923076923,0.7011494252873562,0.0,劣Ⅴ ,劣Ⅴ ,氨氮 
10,164,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.5200000000000002,0.5266968325791855,0.9195402298850573,1.0,Ⅰ ,Ⅰ ,氨氮 
11,165,湖南长沙新港 ,湘江（洞庭湖入口） ,0.6290322580645162,0.16380090497737557,0.8505747126436781,0.8007448789571694,Ⅳ ,Ⅳ ,  
12,166,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.7454545454545454,0.18552036199095023,0.6321839080459769,0.9627560521415269,Ⅲ ,Ⅱ ,氨氮 
13,167,湖北武汉宗关 ,汉江（入长江前） ,0.4508670520231214,0.47420814479638007,0.8045977011494252,0.9776536312849162,Ⅱ ,Ⅱ ,  
14,168,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.638888888888889,0.22443438914027147,0.9655172413793103,0.6350093109869647,劣Ⅴ ,劣Ⅴ ,  
15,169,江西九江蛤蟆石 ,鄱阳湖出口 ,0.4727272727272728,0.4923076923076922,0.5862068965517241,0.9217877094972067,Ⅲ ,Ⅳ ,氨氮 
16,170,江苏扬州三江营 ,夹江（南水北调取水口） ,0.5200000000000002,0.5230769230769231,0.9195402298850573,0.9869646182495344,Ⅱ ,Ⅱ ,  
