,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,35,四川攀枝花龙洞,干流,0.36410256410256403,0.8017057569296375,1.0,0.962085308056872,I ,III ,
1,36,重庆朱沱 ,干流（川-渝省界） ,0.49305555555555536,0.8976545842217487,0.6904761904761906,0.938388625592417,II ,II ,
2,37,湖北宜昌南津关 ,干流（三峡水库出口） ,0.4701986754966888,0.49253731343283597,0.45238095238095244,0.886255924170616,II ,III ,
3,38,湖南岳阳城陵矶 ,干流 ,0.4437500000000001,0.7633262260127933,0.5,0.881516587677725,II ,II ,
4,39,江西九江河西水厂 ,干流（鄂-赣省界） ,0.3114035087719298,0.5415778251599148,0.40476190476190477,0.9952606635071088,II ,II ,
5,40,安徽安庆皖河口 ,干流 ,0.5378787878787877,0.5820895522388061,0.6428571428571429,0.881516587677725,II ,II ,
6,41,江苏南京林山 ,干流（皖-苏省界） ,0.5461538461538462,0.4541577825159915,0.6428571428571429,0.9763033175355449,II ,II ,  
7,42,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.5546874999999999,0.24520255863539456,0.0,0.11848341232227497,V ,IV ,氨氮 
8,43,四川宜宾凉姜沟 ,岷江（入长江前） ,0.4797297297297298,0.9232409381663114,0.1666666666666667,0.872037914691943,II ,IV ,  
9,44,四川泸州沱江二桥 ,沱江（入长江前） ,0.8623188405797099,0.6012793176972283,0.5476190476190477,0.848341232227488,II ,IV ,  
10,45,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.49650349650349657,1.0,0.5238095238095238,1.0,II ,I ,  
11,46,湖南长沙新港 ,湘江（洞庭湖入口） ,0.6885964912280702,0.0,0.4285714285714286,0.5971563981042655,IV ,II ,溶解氧 
12,47,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.8106060606060607,0.8486140724946697,0.23809523809523808,0.85781990521327,II ,II ,  
13,48,湖北武汉宗关 ,汉江（入长江前） ,0.43827160493827155,0.32622601279317703,0.2619047619047619,0.914691943127962,III ,III ,  
14,49,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.8770949720670392,0.21535181236673773,0.7142857142857143,0.0,劣V ,IV ,氨氮 
15,50,江西九江蛤蟆石 ,鄱阳湖出口 ,0.8395721925133691,0.4968017057569297,0.28571428571428575,0.9573459715639809,II ,II ,
16,51,江苏扬州三江营 ,夹江（南水北调取水口） ,0.9391891891891893,0.3582089552238806,0.21428571428571436,0.943127962085308,II ,IV ,  
