,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,358,四川攀枝花龙洞,干流,0.03623188405797084,0.6164772727272726,0.9199999999999999,0.8356164383561644,Ⅱ  ,Ⅰ  ,
1,359,重庆朱沱 ,干流（川-渝省界） ,0.04385964912280682,0.7301136363636364,0.76,0.6438356164383562,Ⅲ  ,Ⅲ  ,   
2,360,湖北宜昌南津关 ,干流（三峡水库出口） ,0.8632478632478631,0.6164772727272726,0.72,0.8835616438356165,Ⅱ  ,Ⅱ  ,   
3,361,湖南岳阳城陵矶 ,干流 ,0.06493506493506473,0.7727272727272726,0.3200000000000001,0.726027397260274,Ⅲ  ,Ⅱ  ,   
4,362,江西九江河西水厂 ,干流（鄂-赣省界） ,0.03968253968253954,0.6605113636363636,0.78,0.9383561643835616,Ⅰ  ,Ⅱ  ,   
5,363,安徽安庆皖河口 ,干流 ,0.6831683168316829,0.5113636363636362,0.6,0.8561643835616438,Ⅱ  ,Ⅱ  ,   
6,364,江苏南京林山 ,干流（皖-苏省界） ,0.07246376811594302,0.7443181818181818,0.78,1.0,Ⅰ  ,Ⅱ  ,   
7,365,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.7685185185185186,0.0,0.2800000000000001,0.452054794520548,Ⅲ  ,Ⅴ  ,   
8,366,四川宜宾凉姜沟 ,岷江（入长江前） ,0.037878787878787734,0.5142045454545455,0.9199999999999999,0.7945205479452054,Ⅱ  ,Ⅱ  ,   
9,367,四川泸州沱江二桥 ,沱江（入长江前） ,0.03906249999999989,0.34374999999999994,0.6,0.7534246575342467,Ⅱ  ,Ⅱ  ,   
10,368,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.04132231404958664,1.0,0.78,0.958904109589041,Ⅰ  ,Ⅰ  ,   
11,369,湖南长沙新港 ,湘江（洞庭湖入口） ,0.9637681159420292,0.9289772727272727,0.2800000000000001,0.3972602739726027,Ⅲ  ,Ⅳ  ,   
12,370,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.2948717948717954,0.35795454545454547,0.0,0.6232876712328768,Ⅲ  ,Ⅳ  ,   
13,371,湖北武汉宗关 ,汉江（入长江前） ,0.05681818181818166,0.5738636363636365,0.56,0.8835616438356165,Ⅱ  ,Ⅱ  ,   
14,372,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.3374999999999996,0.13068181818181815,1.0,0.0,Ⅳ  ,劣Ⅴ  ,   
15,373,江西九江蛤蟆石 ,鄱阳湖出口 ,0.05102040816326514,0.7585227272727272,0.4800000000000001,0.8561643835616438,Ⅱ  ,Ⅱ  ,氨氮  
16,374,江苏扬州三江营 ,夹江（南水北调取水口） ,0.06024096385542144,0.8721590909090908,0.54,0.8013698630136986,Ⅱ  ,Ⅱ  ,   
