,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,188,四川攀枝花龙洞,干流,0.2264150943396227,0.6571834992887624,0.15909090909090912,0.9929577464788732,Ⅲ ,Ⅱ ,
1,189,重庆朱沱 ,干流（川-渝省界） ,0.3600000000000003,0.46941678520625885,0.6363636363636362,0.852112676056338,Ⅱ ,Ⅱ ,  
2,190,湖北宜昌南津关 ,干流（三峡水库出口） ,0.3396226415094341,0.7524893314366998,0.45454545454545453,0.8309859154929577,Ⅱ ,Ⅱ ,  
3,191,湖南岳阳城陵矶 ,干流 ,0.7448979591836735,1.0,0.3181818181818181,0.8169014084507042,Ⅱ ,Ⅱ ,  
4,192,江西九江河西水厂 ,干流（鄂-赣省界） ,0.5697674418604651,0.3669985775248933,0.43181818181818177,0.8873239436619719,Ⅱ ,Ⅱ ,  
5,193,安徽安庆皖河口 ,干流 ,0.7699999999999996,0.2916073968705547,0.409090909090909,0.8661971830985916,Ⅱ ,Ⅱ ,  
6,194,江苏南京林山 ,干流（皖-苏省界） ,0.37500000000000033,0.28449502133712656,0.7272727272727273,0.9788732394366197,Ⅱ ,Ⅱ ,  
7,195,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.850467289719626,0.0,0.0,0.4014084507042253,Ⅳ ,Ⅳ ,  
8,196,四川宜宾凉姜沟 ,岷江（入长江前） ,0.23376623376623396,0.4125177809388336,0.3181818181818181,0.9929577464788732,Ⅱ ,Ⅲ ,溶解氧 
9,197,四川泸州沱江二桥 ,沱江（入长江前） ,0.23684210526315808,0.06827880512091045,0.18181818181818177,0.44366197183098594,Ⅳ ,劣Ⅴ ,  
10,198,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.6333333333333334,0.6770981507823614,0.7499999999999999,1.0,Ⅰ ,Ⅰ ,溶解氧 
11,199,湖南长沙新港 ,湘江（洞庭湖入口） ,0.3711340206185568,0.34566145092460887,0.7045454545454545,0.19014084507042256,Ⅳ ,Ⅳ ,  
12,200,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.2812500000000002,0.6159317211948792,0.3409090909090909,0.8028169014084506,Ⅱ ,Ⅱ ,氨氮 
13,201,湖北武汉宗关 ,汉江（入长江前） ,0.28800000000000026,0.5035561877667141,0.5909090909090908,0.9084507042253522,Ⅱ ,Ⅱ ,  
14,202,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.7735849056603773,0.15362731152204837,1.0,0.0,Ⅳ ,Ⅲ ,  
15,203,江西九江蛤蟆石 ,鄱阳湖出口 ,0.4625000000000008,0.19345661450924612,0.25,0.8450704225352113,Ⅲ ,Ⅱ ,氨氮 
16,204,江苏扬州三江营 ,夹江（南水北调取水口） ,0.817307692307692,0.31009957325746806,0.2045454545454546,0.7746478873239437,Ⅲ ,Ⅱ ,  
