,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,120,四川攀枝花龙洞,干流,0.15972222222222232,0.7758420441347272,0.9024390243902438,0.9770992366412213,Ⅱ ,Ⅱ ,
1,121,重庆朱沱 ,干流（川-渝省界） ,0.23711340206185594,0.8606271777003484,1.0,0.9722414989590562,Ⅱ ,Ⅱ ,  
2,122,湖北宜昌南津关 ,干流（三峡水库出口） ,0.20175438596491257,0.6248548199767712,0.9146341463414633,0.9833448993754337,Ⅱ ,Ⅱ ,  
3,123,湖南岳阳城陵矶 ,干流 ,0.2527472527472532,0.6329849012775842,0.6341463414634145,0.981263011797363,Ⅲ ,Ⅲ ,  
4,124,江西九江河西水厂 ,干流（鄂-赣省界） ,0.2643678160919545,0.6492450638792103,0.8780487804878048,0.989590562109646,Ⅱ ,Ⅱ ,  
5,125,安徽安庆皖河口 ,干流 ,0.23711340206185594,0.6771196283391405,0.7804878048780487,0.9840388619014573,Ⅱ ,Ⅱ ,  
6,126,江苏南京林山 ,干流（皖-苏省界） ,0.21495327102803774,0.6980255516840884,1.0,0.9875086745315753,Ⅱ ,Ⅱ ,  
7,127,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.24468085106383008,0.44367015098722423,0.0,0.8778625954198473,Ⅴ ,Ⅳ ,氨氮 
8,128,四川宜宾凉姜沟 ,岷江（入长江前） ,0.6989247311827956,0.6109175377468061,0.7195121951219512,0.8952116585704372,Ⅴ ,Ⅴ ,氨氮 
9,129,四川泸州沱江二桥 ,沱江（入长江前） ,0.7777777777777783,0.0,0.39024390243902435,0.9389312977099236,Ⅴ ,Ⅳ ,溶解氧 
10,130,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.6847826086956524,0.710801393728223,0.8902439024390244,1.0,Ⅱ ,Ⅱ ,  
11,131,湖南长沙新港 ,湘江（洞庭湖入口） ,1.0,0.4576074332171894,0.9024390243902438,0.9201943095072865,Ⅳ ,Ⅳ ,氨氮 
12,132,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.8402777777777777,0.5040650406504065,0.8170731707317073,0.9826509368494102,Ⅱ ,Ⅲ ,  
13,133,湖北武汉宗关 ,汉江（入长江前） ,0.19327731092437006,0.8257839721254356,0.7073170731707317,0.9861207494795281,Ⅱ ,Ⅱ ,  
14,134,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.6091954022988512,0.5087108013937283,0.7682926829268293,0.0,劣Ⅴ ,劣Ⅴ ,氨氮 
15,135,江西九江蛤蟆石 ,鄱阳湖出口 ,0.18548387096774221,0.7688734030197445,0.5121951219512194,0.9715475364330326,Ⅲ ,Ⅲ ,
16,136,江苏扬州三江营 ,夹江（南水北调取水口） ,0.2211538461538466,1.0,1.0,0.9861207494795281,Ⅱ ,Ⅱ ,  
