,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标
0,392,四川攀枝花龙洞,干流,0.2784810126582278,0.5780998389694043,0.6756756756756757,0.9558823529411764,Ⅱ  ,Ⅰ  ,
1,393,重庆朱沱 ,干流（川-渝省界） ,0.44000000000000006,0.426731078904992,1.0,0.30882352941176466,Ⅲ  ,Ⅲ  ,
2,394,湖北宜昌南津关 ,干流（三峡水库出口） ,0.44000000000000006,0.4975845410628019,0.7027027027027027,0.7352941176470589,Ⅱ  ,Ⅱ  ,
3,395,湖南岳阳城陵矶 ,干流 ,0.41509433962264164,1.0,0.5405405405405405,0.7794117647058825,Ⅱ  ,Ⅱ  ,
4,396,江西九江河西水厂 ,干流（鄂-赣省界） ,0.7872340425531917,0.42351046698872785,0.8108108108108107,0.9558823529411764,Ⅱ  ,Ⅰ  ,
5,397,安徽安庆皖河口 ,干流 ,0.8125000000000004,0.29951690821256044,0.5675675675675675,0.6323529411764707,Ⅱ  ,Ⅱ  ,
6,398,江苏南京林山 ,干流（皖-苏省界） ,0.532258064516129,0.20611916264090183,0.9729729729729729,1.0,Ⅱ  ,Ⅱ  ,
7,399,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.7238805970149255,0.2286634460547504,0.08108108108108103,0.4558823529411765,Ⅲ  ,Ⅳ  ,
8,400,四川宜宾凉姜沟 ,岷江（入长江前） ,0.2959641255605381,0.3768115942028985,0.7567567567567567,0.8823529411764707,Ⅱ  ,Ⅱ  ,
9,401,四川泸州沱江二桥 ,沱江（入长江前） ,0.5076923076923079,0.5652173913043479,0.2972972972972973,0.35294117647058826,Ⅱ  ,Ⅱ  ,
10,402,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.42038216560509556,0.4959742351046699,0.8378378378378378,0.9558823529411764,Ⅰ  ,Ⅰ  ,
11,403,湖南长沙新港 ,湘江（洞庭湖入口） ,0.994186046511628,0.13526570048309178,0.7027027027027027,0.2794117647058823,Ⅲ  ,Ⅲ  ,
12,404,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.9573170731707316,0.2190016103059582,0.0,0.8235294117647058,Ⅲ  ,Ⅲ  ,
13,405,湖北武汉宗关 ,汉江（入长江前） ,0.4,0.18035426731078907,0.7027027027027027,0.8823529411764707,Ⅲ  ,Ⅱ  ,
14,406,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.7215189873417722,0.0,0.8918918918918918,0.0,Ⅳ  ,Ⅲ  ,
15,407,江西九江蛤蟆石 ,鄱阳湖出口 ,0.7518248175182485,0.28985507246376807,0.8648648648648649,0.9411764705882354,Ⅱ  ,Ⅱ  ,溶解氧  
16,408,江苏扬州三江营 ,夹江（南水北调取水口） ,0.33673469387755095,0.20772946859903382,0.35135135135135126,0.8382352941176471,Ⅱ  ,Ⅱ  ,
