,Unnamed: 0,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标,score
0,0,188,四川攀枝花龙洞,干流,0.027168000679261953,0.09252954135790105,0.021276595744680854,0.07890318970341355,Ⅲ ,Ⅱ ,,0.054819738000888615
1,1,189,重庆朱沱 ,干流（川-渝省界） ,0.04319712108002653,0.06609252954135787,0.0851063829787234,0.06771124790151091,Ⅱ ,Ⅱ ,  ,0.06534065457313432
2,2,190,湖北宜昌南津关 ,干流（三峡水库出口） ,0.04075200101889294,0.1059483276587222,0.060790273556231,0.06603245663122552,Ⅱ ,Ⅱ ,  ,0.06802487155613303
3,3,191,湖南岳阳城陵矶 ,干流 ,0.08938179815311605,0.14079711596234726,0.0425531914893617,0.06491326245103526,Ⅱ ,Ⅱ ,  ,0.08417121738498823
4,4,192,江西九江河西水厂 ,干流（鄂-赣省界） ,0.06836753659306519,0.05167234127778889,0.05775075987841945,0.07050923335198658,Ⅱ ,Ⅱ ,  ,0.06222278141047286
5,5,193,安徽安庆皖河口 ,干流 ,0.09239384231005662,0.041057480472661716,0.054711246200607896,0.06883044208170118,Ⅱ ,Ⅱ ,  ,0.06459310860333534
6,6,194,江苏南京林山 ,干流（皖-苏省界） ,0.04499700112502763,0.04005607850991386,0.09726443768996962,0.07778399552322328,Ⅱ ,Ⅱ ,  ,0.06500295639772583
7,7,195,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.10204927357950183,0.0,0.0,0.0318970341354225,Ⅳ ,Ⅳ ,  ,0.034172384745484626
8,8,196,四川宜宾凉姜沟 ,岷江（入长江前） ,0.028050078623393843,0.05808131383937513,0.0425531914893617,0.07890318970341355,Ⅱ ,Ⅲ ,溶解氧 ,0.05188029390441421
9,9,197,四川泸州沱江二桥 ,沱江（入长江前） ,0.0284191586052806,0.009613458842379333,0.02431610942249239,0.035254616675993285,Ⅳ ,劣Ⅴ ,  ,0.02455737813430408
10,10,198,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.07599493523337995,0.09533346685359503,0.10030395136778116,0.07946278679350868,Ⅰ ,Ⅰ ,溶解氧 ,0.08758388580026945
11,11,199,湖南长沙新港 ,湘江（洞庭湖入口） ,0.044533114515491246,0.048668135389545356,0.09422492401215805,0.01510912143256855,Ⅳ ,Ⅳ ,  ,0.050302228719386236
12,12,200,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.03374775084377073,0.08672140997396355,0.04559270516717325,0.063794068270845,Ⅱ ,Ⅱ ,氨氮 ,0.05723143211414703
13,13,201,湖北武汉宗关 ,汉江（入长江前） ,0.03455769686402122,0.07089925896254756,0.0790273556231003,0.07218802462227197,Ⅱ ,Ⅱ ,  ,0.06394784655191908
14,14,202,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.09282400232081164,0.021630282395353483,0.13373860182370823,0.0,Ⅳ ,Ⅲ ,  ,0.061929959906433574
15,15,203,江西九江蛤蟆石 ,鄱阳湖出口 ,0.055496301387534135,0.027238133386741435,0.033434650455927056,0.06715165081141579,Ⅲ ,Ⅱ ,氨氮 ,0.04612946428029272
16,16,204,江苏扬州三江营 ,夹江（南水北调取水口） ,0.0980703870673678,0.04366112557580613,0.027355623100303962,0.06155567991046448,Ⅲ ,Ⅱ ,  ,0.058089797916670696
