,Unnamed: 0,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标,score
0,0,460,四川攀枝花龙洞,干流,0.034106247058637226,0.07509184423218224,0.026392961876832842,0.07526881720430106,Ⅱ  ,Ⅱ  ,,0.052769217709869885
1,1,461,重庆朱沱 ,干流（川-渝省界） ,0.03345968313335502,0.07068332108743572,0.05865102639296188,0.07258064516129033,Ⅱ  ,Ⅱ  ,,0.05879444535350491
2,2,462,湖北宜昌南津关 ,干流（三峡水库出口） ,0.040574673224930496,0.04584864070536371,0.04985337243401759,0.06451612903225805,Ⅱ  ,Ⅲ  ,,0.0501860291379803
3,3,463,湖南岳阳城陵矶 ,干流 ,0.044124957132111925,0.11476855253490083,0.0,0.04569892473118278,Ⅲ  ,Ⅲ  ,,0.05129002004253554
4,4,464,江西九江河西水厂 ,干流（鄂-赣省界） ,0.07332992500493626,0.051138868479059525,0.07624633431085044,0.07706093189964157,Ⅱ  ,Ⅱ  ,,0.06943618243382411
5,5,465,安徽安庆皖河口 ,干流 ,0.07332992500493626,0.05481263776634829,0.06451612903225806,0.06810035842293906,Ⅱ  ,Ⅱ  ,,0.06521238890710836
6,6,466,江苏南京林山 ,干流（皖-苏省界） ,0.09606976630499456,0.03952975753122705,0.04105571847507331,0.07347670250896056,Ⅱ  ,Ⅱ  ,,0.06268457747375321
7,7,467,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.08349640600174808,0.047171197648787654,0.08211143695014662,0.05376344086021505,Ⅱ  ,Ⅲ  ,,0.06661756533540551
8,8,468,四川宜宾凉姜沟 ,岷江（入长江前） ,0.029416638088074636,0.07053637031594416,0.08211143695014662,0.0743727598566308,Ⅱ  ,Ⅱ  ,,0.06397912529705929
9,9,469,四川泸州沱江二桥 ,沱江（入长江前） ,0.039441302464457595,0.08008817046289494,0.03519061583577712,0.06272401433691756,Ⅱ  ,Ⅱ  ,,0.05439241361289389
10,10,470,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.030964882197973293,0.07185892725936811,0.08504398826979472,0.07616487455197131,Ⅰ  ,Ⅰ  ,,0.06587385842445073
11,11,471,湖南长沙新港 ,湘江（洞庭湖入口） ,0.10205433031282282,0.039382806759735496,0.029325513196480947,0.03136200716845878,Ⅲ  ,Ⅲ  ,,0.05070461526915902
12,12,472,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.07914408897370122,0.07523879500367378,0.06744868035190615,0.02508960573476702,Ⅲ  ,Ⅱ  ,,0.061729614039705144
13,13,473,湖北武汉宗关 ,汉江（入长江前） ,0.042530079163481366,0.04834680382072007,0.07624633431085044,0.07078853046594982,Ⅱ  ,Ⅱ  ,   ,0.05939307008941637
14,14,474,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.08632095438959597,0.0,0.11143695014662755,0.0,Ⅳ  ,Ⅳ  ,   ,0.049298009560555286
15,15,475,江西九江蛤蟆石 ,鄱阳湖出口 ,0.05647994512910328,0.05878030859662014,0.07624633431085044,0.07258064516129033,Ⅱ  ,Ⅱ  ,溶解氧  ,0.06597167185699394
16,16,476,江苏扬州三江营 ,夹江（南水北调取水口） ,0.055156196415139906,0.05672299779573843,0.03812316715542522,0.056451612903225805,Ⅱ  ,Ⅲ  ,   ,0.05166719545578451
