,Unnamed: 0,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标,score
0,0,205,四川攀枝花龙洞,干流,0.026464314865910964,0.10072913853632189,0.06896551724137931,0.06918588496804669,Ⅱ ,Ⅲ ,,0.06614615358408307
1,1,206,重庆朱沱 ,干流（川-渝省界） ,0.04508735125303346,0.07561436672967865,0.0617816091954023,0.06529591553209226,Ⅱ ,Ⅱ ,  ,0.06187959886842532
2,2,207,湖北宜昌南津关 ,干流（三峡水库出口） ,0.0292166036119657,0.07831487982716717,0.05028735632183908,0.06085023617671576,Ⅱ ,Ⅱ ,  ,0.05454028114582447
3,3,208,湖南岳阳城陵矶 ,干流 ,0.03580466128917363,0.08182554685390225,0.05459770114942528,0.06057238121700473,Ⅱ ,Ⅱ ,  ,0.058050154685288916
4,4,209,江西九江河西水厂 ,干流（鄂-赣省界） ,0.09206912902930359,0.0594112881447475,0.0675287356321839,0.06612948041122535,Ⅱ ,Ⅱ ,  ,0.07130981845535335
5,5,210,安徽安庆皖河口 ,干流 ,0.08151954132802926,0.03564677288684851,0.08189655172413793,0.06557377049180328,Ⅱ ,Ⅱ ,  ,0.06641540125992122
6,6,211,江苏南京林山 ,干流（皖-苏省界） ,0.06697821773978607,0.03051579800162032,0.07614942528735633,0.06863017504862462,Ⅱ ,Ⅱ ,  ,0.06088065957962555
7,7,212,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.032901580644105505,0.02052389954091279,0.04022988505747126,0.05223673242567381,Ⅲ ,Ⅳ ,  ,0.036699370350838985
8,8,213,四川宜宾凉姜沟 ,岷江（入长江前） ,0.02766723826890691,0.10045908722657304,0.0574712643678161,0.06835232008891359,Ⅱ ,Ⅱ ,  ,0.06325925723149445
9,9,214,四川泸州沱江二桥 ,沱江（入长江前） ,0.04150085740336036,0.035916824196597356,0.05028735632183908,0.06251736593498196,Ⅱ ,Ⅳ ,  ,0.04774457283324496
10,10,215,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.055899114053505616,0.13610586011342155,0.08333333333333333,0.06696304529035843,Ⅰ ,Ⅰ ,  ,0.08511386797482018
11,11,216,湖南长沙新港 ,湘江（洞庭湖入口） ,0.10396695125893579,0.052930056710775046,0.035919540229885055,0.04306751875520978,Ⅲ ,Ⅳ ,  ,0.05880542698330945
12,12,217,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.02809288808842856,0.08317580340264652,0.0,0.05973881633787164,Ⅳ ,Ⅱ ,  ,0.04243416153105474
13,13,218,湖北武汉宗关 ,汉江（入长江前） ,0.0314834090646182,0.018633540372670804,0.05316091954022989,0.06446235065295916,Ⅲ ,Ⅱ ,高锰酸盐指数 ,0.042285843944906434
14,14,219,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.11386856566454874,0.0,0.09339080459770116,0.0,劣Ⅴ ,Ⅳ ,  ,0.051960694353705233
15,15,220,江西九江蛤蟆石 ,鄱阳湖出口 ,0.07924937688598292,0.04833918444504456,0.07471264367816091,0.06501806057238123,Ⅱ ,Ⅲ ,氨氮 ,0.06696826190656782
16,16,221,江苏扬州三江营 ,夹江（南水北调取水口） ,0.10823019955040472,0.04185795301107211,0.05028735632183908,0.06140594609613782,Ⅱ ,Ⅲ ,  ,0.06550647531153586
