,Unnamed: 0,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标,score
0,0,307,四川攀枝花龙洞,干流,0.117594403189144,0.0788998193133909,0.07419354838709677,0.06384431546602935,Ⅰ ,Ⅱ ,,0.08217775545982722
1,1,308,重庆朱沱 ,干流（川-渝省界） ,-0.05634376248594527,0.08090744830355352,0.07741935483870967,0.06139751906225104,Ⅲ ,Ⅱ ,,0.04482269375699091
2,2,309,湖北宜昌南津关 ,干流（三峡水库出口） ,-0.05380575516675847,0.05420598273439068,0.06559139784946236,0.0633890975304427,Ⅱ ,Ⅱ ,,0.03595487104400641
3,3,310,湖南岳阳城陵矶 ,干流 ,0.041565472455920835,0.04216020879341499,0.053763440860215055,0.06253556390121771,Ⅱ ,Ⅱ ,,0.050421424696162176
4,4,311,江西九江河西水厂 ,干流（鄂-赣省界） ,0.06486357953686907,0.04958843605701666,0.06666666666666667,0.06361670649823603,Ⅱ ,Ⅱ ,,0.06108165115122585
5,5,312,安徽安庆皖河口 ,干流 ,0.24258761811740442,0.045773940975707694,0.07311827956989246,0.06350290201433936,Ⅰ ,Ⅱ ,,0.1006532601029703
6,6,313,江苏南京林山 ,干流（皖-苏省界） ,0.13189044144667306,0.06605099377635014,0.06989247311827956,0.0637305109821327,Ⅰ ,Ⅱ ,  ,0.08085292961979085
7,7,314,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.25280164332318233,0.0,0.05268817204301076,0.06099920336861271,Ⅲ ,Ⅱ ,  ,0.08513690208988425
8,8,315,四川宜宾凉姜沟 ,岷江（入长江前） ,-0.02307074388608471,0.059225055209797234,0.07419354838709677,0.06293387959485604,Ⅱ ,Ⅱ ,  ,0.04609676078321481
9,9,316,四川泸州沱江二桥 ,沱江（入长江前） ,-0.054793016729451374,0.02790604296326038,0.06344086021505377,0.06270627062706272,Ⅱ ,Ⅱ ,  ,0.02824086334793712
10,10,317,湖北丹江口胡家岭 ,丹江口水库（库体） ,-0.029105452356287347,0.1270829150772937,0.06881720430107528,0.06384431546602935,Ⅱ ,Ⅰ ,  ,0.06104595128179505
11,11,318,湖南长沙新港 ,湘江（洞庭湖入口） ,0.2854865239816715,0.05119453924914675,0.07956989247311828,0.05599180607715944,Ⅳ ,Ⅲ ,  ,0.11114216131239049
12,12,319,湖南岳阳岳阳楼 ,洞庭湖出口 ,-0.04740030812309678,0.06103192130094358,0.04946236559139784,0.0623648571753727,Ⅱ ,Ⅲ ,氨氮 ,0.03463076442330592
13,13,320,湖北武汉宗关 ,汉江（入长江前） ,0.12124499867276294,0.050592250552097984,0.046236559139784944,0.06344599977239103,Ⅲ ,Ⅱ ,  ,0.06830165683176384
14,14,321,江西南昌滁槎 ,赣江（鄱阳湖入口） ,-0.028852361466232806,0.05882352941176472,0.04516129032258065,0.0,劣Ⅴ ,劣Ⅴ ,  ,0.020586345116889178
15,15,322,江西九江蛤蟆石 ,鄱阳湖出口 ,-0.05104648567102736,0.05761895201766714,0.0,0.0623648571753727,Ⅳ ,Ⅳ ,pH，氨氮 ,0.02004476741075512
16,16,323,江苏扬州三江营 ,夹江（南水北调取水口） ,0.08638320516125605,0.08893796426420399,0.03978494623655914,0.06333219528849436,Ⅲ ,Ⅱ ,高锰酸盐指数,0.06880924157109038
