,Unnamed: 0,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标,score
0,0,341,四川攀枝花龙洞,干流,0.0018906694816704958,0.049201779638838004,0.08446455505279032,0.07080960633820252,Ⅰ  ,Ⅰ ,,0.05777189019432197
1,1,342,重庆朱沱 ,干流（川-渝省界） ,0.002314179445564671,0.066474744831196,0.07088989441930618,0.06090616489230007,Ⅲ  ,Ⅲ ,   ,0.055989225827368816
2,2,343,湖北宜昌南津关 ,干流（三峡水库出口） ,0.003077366283995594,0.06254907092384192,0.0678733031674208,0.07006684822975985,Ⅱ  ,Ⅱ ,,0.056755973765270015
3,3,344,湖南岳阳城陵矶 ,干流 ,0.0035277125694584107,0.052734886155456684,0.04977375565610859,0.0638771973260708,Ⅱ  ,Ⅲ ,,0.04724875631545742
4,4,345,江西九江河西水厂 ,干流（鄂-赣省界） ,0.2873817612139242,0.07301753467678616,0.05128205128205127,0.07130477841049765,Ⅱ  ,Ⅱ ,,0.10034292791790092
5,5,346,安徽安庆皖河口 ,干流 ,0.1994982280659273,0.05011777021722061,0.05731523378582201,0.07006684822975985,Ⅱ  ,Ⅱ ,,0.08144057409187236
6,6,347,江苏南京林山 ,干流（皖-苏省界） ,0.06727265830130089,0.06385762889295996,0.06334841628959276,0.06684822975984155,Ⅱ  ,Ⅱ ,,0.06509852237118396
7,7,348,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.17882295715727675,0.0,0.03770739064856711,0.025501361723198807,Ⅴ  ,Ⅴ ,   ,0.04617534909089597
8,8,349,四川宜宾凉姜沟 ,岷江（入长江前） ,0.002174980681921706,0.059931954985605856,0.0784313725490196,0.06461995543451349,Ⅱ  ,Ⅱ ,氨氮  ,0.05733540476804998
9,9,350,四川泸州沱江二桥 ,沱江（入长江前） ,0.002259940864809276,0.03520020936927506,0.06033182503770738,0.06734340183213666,Ⅱ  ,Ⅱ ,   ,0.04615618752254381
10,10,351,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.002606057934194487,0.08348599842973044,0.0678733031674208,0.07303788066353058,Ⅰ  ,Ⅰ ,   ,0.06331528911779516
11,11,352,湖南长沙新港 ,湘江（洞庭湖入口） ,0.23503384994017065,0.0704004187385501,0.06636500754147812,0.04332755632582322,Ⅳ  ,Ⅲ ,   ,0.08769521549815769
12,12,353,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.002022884130738369,0.11881706359591727,0.0,0.05224065362713543,Ⅳ  ,Ⅲ ,氨氮  ,0.04795210019107562
13,13,354,湖北武汉宗关 ,汉江（入长江前） ,0.0027549755304341708,0.049463491232661604,0.04675716440422322,0.07031443426590739,Ⅱ  ,Ⅲ ,高锰酸盐指数  ,0.047184816828469055
14,14,355,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.0035277125694584107,0.013478147081915724,0.07088989441930618,0.0,劣Ⅴ  ,劣Ⅴ ,   ,0.024324167561486577
15,15,356,江西九江蛤蟆石 ,鄱阳湖出口 ,0.0024308607621477928,0.07432609264590422,0.07088989441930618,0.06412478336221837,Ⅱ  ,Ⅱ ,氨氮  ,0.059089310300828105
16,16,357,江苏扬州三江营 ,夹江（南水北调取水口） ,0.003403205067006898,0.07694320858414028,0.05580693815987933,0.06561029957910373,Ⅱ  ,Ⅱ ,,0.056124288637322495
