,Unnamed: 0,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标,score
0,0,273,四川攀枝花龙洞,干流,0.10327407574487579,0.10041152263374487,0.08998302207130732,0.06384537876706055,Ⅰ ,Ⅳ ,,0.08921903911088361
1,1,274,重庆朱沱 ,干流（川-渝省界） ,0.0372083896181334,0.08532235939643346,0.07640067911714772,0.062471374919849776,Ⅱ ,Ⅲ ,  ,0.06510725637161964
2,2,275,湖北宜昌南津关 ,干流（三峡水库出口） ,0.04493088557661393,0.06419753086419754,0.040747028862478774,0.062471374919849776,Ⅱ ,Ⅱ ,  ,0.05306353073768987
3,3,276,湖南岳阳城陵矶 ,干流 ,0.041777840974746266,0.0532235939643347,0.04414261460101868,0.06128057158560045,Ⅱ ,Ⅱ ,  ,0.05012997559119073
4,4,277,江西九江河西水厂 ,干流（鄂-赣省界） ,0.06739632836492088,0.04060356652949245,0.07130730050933787,0.06283777594577264,Ⅱ ,Ⅱ ,  ,0.06067339986645544
5,5,278,安徽安庆皖河口 ,干流 ,0.0693593282202098,0.0,0.06791171477079797,0.06302097645873408,Ⅱ ,Ⅱ ,  ,0.05047716106632526
6,6,279,江苏南京林山 ,干流（皖-苏省界） ,0.05214606428234752,0.002194787379972559,0.07130730050933787,0.06421177979298343,Ⅱ ,Ⅱ ,  ,0.04780417557314234
7,7,280,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.08298598411801882,0.02469135802469136,0.05942275042444822,0.06237977466336907,Ⅱ ,Ⅲ ,  ,0.05767235160421456
8,8,281,四川宜宾凉姜沟 ,岷江（入长江前） ,0.040590970492509135,0.0795610425240055,0.08658743633276741,0.06393697902354126,Ⅰ ,Ⅱ ,  ,0.0674606262032806
9,9,282,四川泸州沱江二桥 ,沱江（入长江前） ,0.11513075266966233,0.09300411522633742,0.07470288624787777,0.06384537876706055,Ⅰ ,Ⅰ ,  ,0.0866208066306677
10,10,283,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.0372083896181334,0.08285322359396433,0.06960950764006792,0.06384537876706055,Ⅰ ,Ⅱ ,  ,0.06317057003574841
11,11,284,湖南长沙新港 ,湘江（洞庭湖入口） ,0.09452471544394216,0.05925925925925927,0.07300509337860783,0.05761656132637172,Ⅲ ,Ⅱ ,  ,0.07117260083853096
12,12,285,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.035366390132087165,0.07736625514403293,0.006791171477079785,0.06018136850783184,Ⅲ ,Ⅱ ,  ,0.044842692205327786
13,13,286,湖北武汉宗关 ,汉江（入长江前） ,0.04731132984557358,0.04307270233196159,0.047538200339558585,0.06338737748465696,Ⅱ ,Ⅱ ,  ,0.05043572976311923
14,14,287,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.0358995517923699,0.08559670781893003,0.06960950764006792,0.0,劣Ⅴ ,Ⅳ ,  ,0.04722028660702625
15,15,288,江西九江蛤蟆石 ,鄱阳湖出口 ,0.04493088557661393,0.05185185185185186,0.0,0.0625629751763305,Ⅳ ,Ⅱ ,氨氮 ,0.039965446285768154
16,16,289,江苏扬州三江营 ,夹江（南水北调取水口） ,0.04995811752924204,0.056790123456790145,0.05093378607809848,0.0621049738939269,Ⅱ ,Ⅲ ,高锰酸盐指数 ,0.0549643515090096
