,Unnamed: 0,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标,score
0,0,256,四川攀枝花龙洞,干流,0.022536766679564568,0.11265822784810127,0.0,0.07803468208092487,Ⅳ ,Ⅲ ,,0.05335284560714214
1,1,257,重庆朱沱 ,干流（川-渝省界） ,0.03730876500734637,0.08734177215189874,0.031539888682745806,0.06791907514450866,Ⅲ ,Ⅱ ,高锰酸盐指数 ,0.0560540515621454
2,2,258,湖北宜昌南津关 ,干流（三峡水库出口） ,0.061086807087573546,0.06556962025316454,0.05009276437847866,0.04913294797687862,Ⅱ ,Ⅱ ,  ,0.05642027308169651
3,3,259,湖南岳阳城陵矶 ,干流 ,0.03523605584027157,0.0908860759493671,0.040816326530612235,0.047687861271676305,Ⅱ ,Ⅱ ,  ,0.053617538472731395
4,4,260,江西九江河西水厂 ,干流（鄂-赣省界） ,0.09847688740434106,0.036202531645569636,0.07792207792207792,0.05491329479768787,Ⅱ ,Ⅱ ,  ,0.06681838731903443
5,5,261,安徽安庆皖河口 ,干流 ,0.1097177876681559,0.04556962025316454,0.08348794063079779,0.0708092485549133,Ⅱ ,Ⅱ ,  ,0.07735245609177115
6,6,262,江苏南京林山 ,干流（皖-苏省界） ,0.04149292556891794,0.03696202531645569,0.0705009276437848,0.07947976878612718,Ⅱ ,Ⅱ ,  ,0.057252339399289705
7,7,263,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.07694711339478097,0.019999999999999997,0.05936920222634508,0.047687861271676305,Ⅲ ,Ⅲ ,  ,0.05098179135184954
8,8,264,四川宜宾凉姜沟 ,岷江（入长江前） ,0.029796933126672583,0.08936708860759493,0.06679035250463822,0.0809248554913295,Ⅱ ,Ⅱ ,  ,0.06681472243128016
9,9,265,四川泸州沱江二桥 ,沱江（入长江前） ,0.1068248030932176,0.07645569620253165,0.0927643784786642,0.08670520231213873,Ⅰ ,Ⅰ ,  ,0.09066060996050469
10,10,266,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.025225812703830792,0.0610126582278481,0.08534322820037106,0.07947976878612718,Ⅱ ,Ⅰ ,  ,0.06291338849869019
11,11,267,湖南长沙新港 ,湘江（洞庭湖入口） ,0.10078942876138587,0.05746835443037976,0.08163265306122448,0.03757225433526011,Ⅱ ,Ⅲ ,  ,0.06921168360588874
12,12,268,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.02627066885132673,0.07746835443037974,0.046382189239332086,0.046242774566473986,Ⅱ ,Ⅲ ,  ,0.04908840430884469
13,13,269,湖北武汉宗关 ,汉江（入长江前） ,0.03264516938142807,0.04810126582278482,0.06307977736549165,0.06502890173410404,Ⅱ ,Ⅱ ,  ,0.052309175191789695
14,14,270,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.10130366054078073,0.0,0.05009276437847866,0.0,Ⅳ ,Ⅴ ,  ,0.03764319127094566
15,15,271,江西九江蛤蟆石 ,鄱阳湖出口 ,0.055733953708890976,0.049367088607594936,0.07977736549165121,0.062138728323699426,Ⅱ ,Ⅱ ,溶解氧 ,0.06179283508929245
16,16,272,江苏扬州三江营 ,夹江（南水北调取水口） ,0.03860646118151494,0.04556962025316454,0.020408163265306114,0.046242774566473986,Ⅲ ,Ⅲ ,,0.03771630675710358
