,Unnamed: 0,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标,score
0,0,171,四川攀枝花龙洞,干流,0.023987945898376776,0.09807943315308595,0.06594594594594594,0.06566834417577022,Ⅱ ,Ⅱ ,,0.06326064641425837
1,1,172,重庆朱沱 ,干流（川-渝省界） ,0.06766145189526832,0.06563490583628566,0.052972972972972966,0.06493187676445318,Ⅱ ,Ⅱ ,  ,0.06275506326248513
2,2,173,湖北宜昌南津关 ,干流（三峡水库出口） ,0.04203601947906028,0.07122878985642364,0.06702702702702702,0.06419540935313613,Ⅱ ,Ⅱ ,  ,0.06110921802658963
3,3,174,湖南岳阳城陵矶 ,干流 ,0.04995791788682888,0.0880104419168376,0.055135135135135134,0.06431815392168896,Ⅱ ,Ⅱ ,  ,0.0641924547727761
4,4,175,江西九江河西水厂 ,干流（鄂-赣省界） ,0.04550290768351886,0.060786873018832746,0.05945945945945945,0.06419540935313613,Ⅱ ,Ⅱ ,  ,0.057511295368824884
5,5,176,安徽安庆皖河口 ,干流 ,0.06100921487391534,0.07048293865373857,0.06054054054054053,0.06480913219590033,Ⅱ ,Ⅱ ,  ,0.06416520645610208
6,6,177,江苏南京林山 ,干流（皖-苏省界） ,0.046460863634750826,0.0660078314376282,0.07459459459459458,0.06726402356695717,Ⅱ ,Ⅱ ,  ,0.06363405304994602
7,7,178,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.10801410972410229,0.0,0.0,0.05106174051798208,Ⅳ ,Ⅴ ,  ,0.03986826810302377
8,8,179,四川宜宾凉姜沟 ,岷江（入长江前） ,0.03318633116767916,0.037851948536267006,0.06702702702702702,0.05904013747391679,Ⅲ ,Ⅴ ,溶解氧、高锰酸盐指数、氨氮 ,0.04946048045459106
9,9,180,四川泸州沱江二桥 ,沱江（入长江前） ,0.03245427974486271,0.002237553608055187,0.07351351351351351,0.0,劣Ⅴ ,劣Ⅴ ,  ,0.027238638352368
10,10,181,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.06924455637871527,0.08987506992355025,0.06918918918918918,0.06628206701853444,Ⅰ ,Ⅰ ,氨氮 ,0.07350637911041152
11,11,182,湖南长沙新港 ,湘江（洞庭湖入口） ,0.09216421318850035,0.042513518553048656,0.037837837837837826,0.054744077574567326,Ⅳ ,Ⅳ ,  ,0.056799779779325904
12,12,183,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.044137820453013295,0.08558642550811112,0.0627027027027027,0.06444089849024182,Ⅱ ,Ⅲ ,氨氮 ,0.06409965037533139
13,13,184,湖北武汉宗关 ,汉江（入长江前） ,0.03318633116767916,0.07178817825843745,0.0627027027027027,0.06505462133300602,Ⅱ ,Ⅱ ,  ,0.058165545404174755
14,14,185,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.10533052935828607,0.025918329293305988,0.07027027027027026,0.058549159199705415,Ⅲ ,劣Ⅴ ,  ,0.06521127170472757
15,15,186,江西九江蛤蟆石 ,鄱阳湖出口 ,0.03108297215000938,0.055379451799366035,0.05405405405405405,0.06272247453050205,Ⅱ ,Ⅲ ,  ,0.050860047242352074
16,16,187,江苏扬州三江营 ,夹江（南水北调取水口） ,0.11458253531543289,0.06861831064702592,0.06702702702702702,0.06272247453050205,Ⅱ ,Ⅱ ,  ,0.07816200212271168
