,Unnamed: 0,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标,score
0,0,443,四川攀枝花龙洞,干流,0.026523120520844247,0.09855862874951307,0.06511627906976744,0.07207207207207209,Ⅱ  ,Ⅱ  ,,0.06581175559269527
1,1,444,重庆朱沱 ,干流（川-渝省界） ,0.020906459704665446,0.08609271523178809,0.058139534883720936,0.06552006552006553,Ⅱ  ,Ⅱ  ,   ,0.05789676446132919
2,2,445,湖北宜昌南津关 ,干流（三峡水库出口） ,0.0329083162017882,0.05122711336190106,0.09534883720930233,0.02784602784602785,Ⅲ  ,Ⅱ  ,   ,0.05192761708414816
3,3,446,湖南岳阳城陵矶 ,干流 ,0.02692498598328128,0.07713283989092327,0.02790697674418605,0.05896805896805898,Ⅲ  ,Ⅱ  ,   ,0.04786880508617306
4,4,447,江西九江河西水厂 ,干流（鄂-赣省界） ,0.0793063223507557,0.06622516556291391,0.07209302325581396,0.07371007371007371,Ⅱ  ,Ⅱ  ,   ,0.07279525122353474
5,5,448,安徽安庆皖河口 ,干流 ,0.07665701891710669,0.06447214647448385,0.06279069767441861,0.06142506142506144,Ⅱ  ,Ⅱ  ,   ,0.06626737264007636
6,6,449,江苏南京林山 ,干流（皖-苏省界） ,0.06033191303661168,0.04460459680560967,0.04883720930232559,0.07616707616707617,Ⅱ  ,Ⅱ  ,   ,0.05748778011468874
7,7,450,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.09872494860536464,0.048889754577327624,0.0,0.05323505323505324,Ⅲ  ,Ⅲ  ,   ,0.04991272261752
8,8,451,四川宜宾凉姜沟 ,岷江（入长江前） ,0.018607843716194374,0.07323724191663422,0.053488372093023255,0.07289107289107291,Ⅱ  ,Ⅱ  ,   ,0.05479500955531408
9,9,452,四川泸州沱江二桥 ,沱江（入长江前） ,0.03321587055881428,0.05512271133619013,0.05116279069767442,0.07534807534807536,Ⅱ  ,Ⅱ  ,   ,0.053861014572114535
10,10,453,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.04994320929447859,0.08005453837164007,0.07906976744186048,0.07125307125307127,Ⅰ  ,Ⅰ  ,   ,0.07020523945865145
11,11,454,湖南长沙新港 ,湘江（洞庭湖入口） ,0.09986209461024324,0.03622906116088821,0.09302325581395349,0.02948402948402949,Ⅲ  ,Ⅲ  ,,0.06440076027251058
12,12,455,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.03352922782823705,0.0753798208024932,0.0558139534883721,0.0515970515970516,Ⅱ  ,Ⅱ  ,,0.05420215165443259
13,13,456,湖北武汉宗关 ,汉江（入长江前） ,0.02755114844800872,0.04577327619789639,0.034883720930232565,0.06797706797706798,Ⅱ  ,Ⅲ  ,,0.04417213970735409
14,14,457,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.10537933740638925,0.0,0.07441860465116279,0.0,Ⅳ  ,Ⅳ  ,,0.04453664913201838
15,15,458,江西九江蛤蟆石 ,鄱阳湖出口 ,0.10069944757747197,0.06486170627191276,0.060465116279069774,0.0687960687960688,Ⅱ  ,Ⅱ  ,溶解氧,0.07353386678670873
16,16,459,江苏扬州三江营 ,夹江（南水北调取水口） ,0.10892873523974464,0.03213868328788469,0.06744186046511629,0.07371007371007371,Ⅲ  ,Ⅱ  ,,0.07032510004073013
