,Unnamed: 0,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标,score
0,0,409,四川攀枝花龙洞,干流,0.033887803660426735,0.09011213047910295,0.058479532163742694,0.07010834926704908,Ⅱ  ,Ⅱ  ,,0.06271883349710008
1,1,410,重庆朱沱 ,干流（川-渝省界） ,0.03990015592276046,0.1166156982670744,0.08187134502923976,0.06437221159974507,Ⅱ  ,Ⅲ  ,   ,0.074971616925008
2,2,411,湖北宜昌南津关 ,干流（三峡水库出口） ,0.04314784303275261,0.05545361875637103,0.07407407407407408,0.06437221159974507,Ⅱ  ,Ⅱ  ,   ,0.05918236846086212
3,3,412,湖南岳阳城陵矶 ,干流 ,0.046971069630591465,0.12884811416921504,0.023391812865497078,0.06500956022944553,Ⅲ  ,Ⅱ  ,   ,0.06538088651416078
4,4,413,江西九江河西水厂 ,干流（鄂-赣省界） ,0.08001298378502449,0.047706422018348606,0.060428849902534124,0.07010834926704908,Ⅱ  ,Ⅱ  ,   ,0.06487215756907923
5,5,414,安徽安庆皖河口 ,干流 ,0.06733446431462296,0.07339449541284404,0.06432748538011696,0.05736137667304016,Ⅱ  ,Ⅱ  ,   ,0.06550346930478124
6,6,415,江苏南京林山 ,干流（皖-苏省界） ,0.06594638502777732,0.0493374108053007,0.08771929824561403,0.06883365200764817,Ⅱ  ,Ⅱ  ,   ,0.06809449306857085
7,7,416,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.08231280824709725,0.03934760448521915,0.058479532163742694,0.05353728489483747,Ⅱ  ,Ⅲ  ,   ,0.05875090164894919
8,8,417,四川宜宾凉姜沟 ,岷江（入长江前） ,0.0322670826157976,0.0711518858307849,0.07017543859649124,0.06437221159974507,Ⅱ  ,Ⅱ  ,   ,0.05918903833059259
9,9,418,四川泸州沱江二桥 ,沱江（入长江前） ,0.07004063569738098,0.07176350662589194,0.05458089668615984,0.06500956022944553,Ⅱ  ,Ⅱ  ,   ,0.06533743392311636
10,10,419,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.04914853643465861,0.07543323139653414,0.07602339181286549,0.07010834926704908,Ⅰ  ,Ⅰ  ,   ,0.0674679228637471
11,11,420,湖南长沙新港 ,湘江（洞庭湖入口） ,0.08563187309577056,0.05239551478083587,0.08576998050682262,0.04525175270873168,Ⅱ  ,Ⅲ  ,   ,0.06739761579892432
12,12,421,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.06289346611553771,0.06605504587155962,0.038986354775828465,0.05289993626513703,Ⅱ  ,Ⅲ  ,   ,0.05517599926846141
13,13,422,湖北武汉宗关 ,汉江（入长江前） ,0.04788018710731258,0.0,0.0,0.0675589547482473,Ⅳ  ,Ⅲ  ,   ,0.029514786917197094
14,14,423,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.08190874817856313,0.0004077471967380202,0.08382066276803118,0.0,Ⅳ  ,Ⅳ  ,溶解氧  ,0.04194408587471074
15,15,424,江西九江蛤蟆石 ,鄱阳湖出口 ,0.07265734686913862,0.03955147808358817,0.07017543859649124,0.07074569789674952,Ⅱ  ,Ⅱ  ,氨氮，溶解氧  ,0.06360351199080418
16,16,425,江苏扬州三江营 ,夹江（南水北调取水口） ,0.038058610264786914,0.02242609582059124,0.011695906432748543,0.05035054174633525,Ⅲ  ,Ⅱ  ,   ,0.03089487804393473
