,Unnamed: 0,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标,score
0,0,222,四川攀枝花龙洞,干流,0.032045177049589514,0.09808837355061112,0.0737410071942446,0.07947477539737388,Ⅱ ,Ⅱ ,,0.07045569617908536
1,1,223,重庆朱沱 ,干流（川-渝省界） ,0.043489883138728605,0.07489815104982762,0.05755395683453238,0.06979958534899794,Ⅱ ,Ⅱ ,  ,0.061252630109622154
2,2,224,湖北宜昌南津关 ,干流（三峡水库出口） ,0.03382546466345557,0.07803196490128486,0.059352517985611516,0.07118175535590879,Ⅱ ,Ⅱ ,  ,0.060349522326283364
3,3,225,湖南岳阳城陵矶 ,干流 ,0.043489883138728605,0.09808837355061112,0.041366906474820136,0.057360055286800285,Ⅲ ,Ⅱ ,  ,0.05966100787534479
4,4,226,江西九江河西水厂 ,干流（鄂-赣省界） ,0.07420461310545574,0.04857411469758695,0.07014388489208634,0.07118175535590879,Ⅱ ,Ⅱ ,  ,0.06622029993975899
5,5,227,安徽安庆皖河口 ,干流 ,0.10232718692778585,0.022250078345346275,0.08633093525179855,0.06703524533517623,Ⅱ ,Ⅱ ,  ,0.07003964138423126
6,6,228,江苏南京林山 ,干流（皖-苏省界） ,0.05535076035838185,0.01723597618301471,0.08453237410071943,0.07878369039391844,Ⅲ ,Ⅱ ,  ,0.05936715738829626
7,7,229,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.04632617986516744,0.0,0.0341726618705036,0.011057360055286793,Ⅳ ,Ⅲ ,  ,0.023177548427245696
8,8,230,四川宜宾凉姜沟 ,岷江（入长江前） ,0.0387455322508673,0.08241930429332497,0.0341726618705036,0.07187284035936421,Ⅲ ,Ⅱ ,氨氮 ,0.05650737458809896
9,9,231,四川泸州沱江二桥 ,沱江（入长江前） ,0.05535076035838185,0.06706361642118457,0.023381294964028767,0.07256392536281964,Ⅲ ,Ⅱ ,  ,0.054482156022982814
10,10,232,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.03355912242201105,0.1247257912879975,0.08633093525179855,0.07601935038009676,Ⅰ ,Ⅰ ,  ,0.07958217560410266
11,11,233,湖南长沙新港 ,湘江（洞庭湖入口） ,0.09167469684356985,0.07176433719837041,0.044964028776978415,0.015894955079474776,Ⅲ ,Ⅲ ,  ,0.056025843341675485
12,12,234,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.03409606838076324,0.07928549044186776,0.0,0.05874222529371113,Ⅳ ,Ⅳ ,  ,0.042665384443768314
13,13,235,湖北武汉宗关 ,汉江（入长江前） ,0.03493449629176559,0.01660921341272329,0.0683453237410072,0.06910850034554251,Ⅲ ,Ⅲ ,高锰酸盐指数 ,0.0475081489828721
14,14,236,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.10114259006276678,0.006581009088060159,0.10971223021582734,0.0,Ⅳ ,劣Ⅴ ,  ,0.05494133775064736
15,15,237,江西九江蛤蟆石 ,鄱阳湖出口 ,0.06088583639422005,0.047633970542149774,0.07913669064748202,0.06703524533517623,Ⅱ ,Ⅱ ,氨氮 ,0.06381694033193948
16,16,238,江苏扬州三江营 ,夹江（南水北调取水口） ,0.11855174874836115,0.06675023503603886,0.04676258992805755,0.06288873531444368,Ⅱ ,Ⅱ ,  ,0.07394713530404498
