,Unnamed: 0,序号,点位名称,断面情况,pH*,DO,CODMn,NH3-N,本月,上月,主要污染指标,score
0,0,35,四川攀枝花龙洞,干流,0.035861175144349805,0.08396605627512281,0.12962962962962962,0.07058414464534075,I ,III ,,0.07943852441246826
1,1,36,重庆朱沱 ,干流（川-渝省界） ,0.04856200800797369,0.09401518535060298,0.08950617283950618,0.06884561891515995,II ,II ,,0.07490942106448131
2,2,37,湖北宜昌南津关 ,干流（三峡水库出口） ,0.0463107890936968,0.05158552925413132,0.05864197530864197,0.06502086230876217,II ,III ,,0.055334637798307884
3,3,38,湖南岳阳城陵矶 ,干流 ,0.04370580720717635,0.07994640464493079,0.06481481481481481,0.06467315716272601,II ,II ,,0.06308947914496195
4,4,39,江西九江河西水厂 ,干流（鄂-赣省界） ,0.03067074189977287,0.05672175078159893,0.052469135802469126,0.07301808066759388,II ,II ,,0.05307914894212399
5,5,40,安徽安庆皖河口 ,干流 ,0.05297673600869859,0.0609647163912461,0.08333333333333334,0.06467315716272601,II ,II ,,0.0653270037263799
6,6,41,江苏南京林山 ,干流（皖-苏省界） ,0.053791762716524735,0.047565877623939254,0.08333333333333334,0.07162726008344923,II ,II ,  ,0.06397681058332406
7,7,42,四川乐山岷江大桥 ,岷江（与大渡河汇合前） ,0.05463225900897042,0.0256811076373381,0.0,0.008692628650904036,V ,IV ,氨氮 ,0.02255737063468499
8,8,43,四川宜宾凉姜沟 ,岷江（入长江前） ,0.04724952130505552,0.09669495310406431,0.021604938271604944,0.06397774687065369,II ,IV ,  ,0.057366180795721436
9,9,44,四川泸州沱江二桥 ,沱江（入长江前） ,0.08493147267040593,0.06297454220634213,0.07098765432098766,0.06223922114047288,II ,IV ,  ,0.07039558954559828
10,10,45,湖北丹江口胡家岭 ,丹江口水库（库体） ,0.048901602469567935,0.10473425636444841,0.06790123456790123,0.07336578581363006,II ,I ,  ,0.07348106843414294
11,11,46,湖南长沙新港 ,湘江（洞庭湖入口） ,0.06782121800372312,0.0,0.05555555555555556,0.04381084840055634,IV ,II ,溶解氧 ,0.04204812945973814
12,12,47,湖南岳阳岳阳楼 ,洞庭湖出口 ,0.07983817961874297,0.08887896382313534,0.030864197530864185,0.0629346314325452,II ,II ,  ,0.06581836573699566
13,13,48,湖北武汉宗关 ,汉江（入长江前） ,0.04316622934042107,0.03416703885663242,0.033950617283950615,0.06710709318497914,III ,III ,  ,0.04469993118132179
14,14,49,江西南昌滁槎 ,赣江（鄱阳湖入口） ,0.08638680282038476,0.022554711924966497,0.09259259259259259,0.0,劣V ,IV ,氨氮 ,0.05045852437630413
15,15,50,江西九江蛤蟆石 ,鄱阳湖出口 ,0.08269111072111697,0.052032157213041545,0.037037037037037035,0.07023643949930458,II ,II ,,0.06080622915397528
16,16,51,江苏扬州三江营 ,夹江（南水北调取水口） ,0.09250258396341854,0.03751674854845913,0.02777777777777778,0.06919332406119612,II ,IV ,  ,0.057213585009470026
